text,sentiment
im on twitter mobile... confusin!!!! lol im knda slow,neutral
Wanting to go out... apparently no ones available!,neutral
 Woo Hoo! It`s time to play 'Name That Twune',neutral
 i cant believe you are closing 2moro and ive never had a chance to see the show  Good luck to everyone - you are all stars!,neutral
_k good question  could they?,neutral
"P9 for Danica and your team... Not the end of the world, now is just hopes for a great race",neutral
having a good day at work lots of sales but boss is under foot.   she`s a nice person but i dont like the boss bugging me,neutral
Last Tonight Show with Jay Leno Tonight!,neutral
I hear tonight is the last jleno show,neutral
Was watching  downstairs  Now getting ready for bed. Piano in the morning.,neutral
My mind is calm & my heart is happy.. Life is good.  ? Would it be ok if I took your breath away? ?,neutral
 I can haz beer too? Oh wait... I`m a work...,neutral
Finished my Lunch,neutral
Was going to Grandpa`s place for lunch to celebrate his 88th.  Just found out it`s changed to a Chinese buffet  Bringing Gas-x!,neutral
  heyyhoo!heyhey,neutral
 ooh like what? I`m planning on spending the night in as well,neutral
let me out,neutral
 OMG rated 10 stars,neutral
"my cat just fell off my bed lmfao, bless her. she got a fright  ****",neutral
My last blog http://blog.spiritualsmarts.com/2009/1560/ is being published on Web Digest Weekly next issue!!,neutral
 I follow u lol,neutral
is going to be in Texas in 15 days!!! eeekkkk!!!,neutral
Time to take a astronomy test!,neutral
"feeling, breathing, believing, keeping you on my mind and never ever gonna think to let you go..",neutral
 Bummer   was going to try and make it/ other commitments I`m afraid got into the way.  Next time hopefully-,neutral
no more twitter in a while   .. tweet tweet,neutral
" We`re English (well in parts), it`s Weather, it IS an obsession",neutral
The bunuelos were a huge hit but i had to skip shopping afterwards.  let`s see what kind of trouble i can get into here...,neutral
 Trudy`s off Burnet...the one up north that no one goes to,neutral
 I wasn`t near him.,neutral
" Hey, you!! ;) Call me this week!! Gotta go hang out ... could use the de-stress!!",neutral
140 pages and i`m done with eclipse!,neutral
playing machines in actinggg,neutral
"tired and didn`t really have an exciting Saturday.  oh well, hope it`s better tomorrow.",neutral
my day is going way too fast,neutral
 hey whats up? did u like the new episode of JONAS?,neutral
Powerdvd doesn`t want to play my Pushing Daisies dvd. I only want screenies to make icons with! Copy protection gone bonkers?,neutral
" Yes, you can change your name under settings",neutral
"Is getting excited for the weekend.......Or, hang on, i am going to be all alone   never mind, excitement lost",neutral
" sold out in 6 stores, i don`t think so",neutral
 really? cuz KC.com said it was releasd 24/4 here n the main station doesn`t even hav it,neutral
  My sister and I are suppose to be meeting you today in Birmingham.    Please reschedule!!!,neutral
 I dont see it? where do u see it listed at cause I dont,neutral
I wish I was in dallas with the kiddnation family,neutral
On my way to see star trek,neutral
At home alone with not much to do,neutral
 CEREAL DOESNT COME WITH TOYS ANYMORE!. i jus been thinkin i was buyin the wrong kinds  say it aint so Mo.,neutral
Darts and lunch at Horse Brass... but no beer for me  http://bmap.us/2134,neutral
"I just put my computer up on craigslist. I`ve had the same case, monitor, and speakers for over 5 years.",neutral
 lOL 518 that was not the year i was born  lol,neutral
"don`t know what to do today.  amazing weather and i`m sitting here, great.",neutral
"hello new maccy, welcome to your new home",neutral
 So what does that make a queef,neutral
My radiator boiled out,neutral
 I know - no probs. The driving bit always gets to me this time of the ac. year  Which bit of sea are you going to? Aber?,neutral
"all done., time to finally start shuting down",neutral
" Oh girl, get that baby going to bed at 7pm!",neutral
 on a day like this...,neutral
Traffic backed up inbound Lincoln tunnel,neutral
graphic design..should be making a business card..but im on TWITTER!,neutral
I`m glad that all got cleared up.  I lah you!  Idk why Linda hates me though..,neutral
eating oreos and milk,neutral
Twitter is sooo quiet today,neutral
Ok Twitter - show me what your all about,neutral
Field day.... Gt class...not winning...,neutral
 not for long goin for some sprints now,neutral
 You`re phone is off,neutral
"  not much blipping lately, but i`ll get onto that for you.",neutral
Platypuses are the only mammals that can lay eggs.,neutral
Cleaning the house,neutral
" Hey, not anymore. I`m back now.",neutral
 I could have bought a Vespa with the amount of money I just spent,neutral
Learning how to jerk and stanky leg at sunset cliffs. headlights spotlight  with colorado and fam,neutral
http://twitpic.com/4jjy9 -  This morning view from my back deck,neutral
early morning golf on a sunny day,neutral
hangover today,neutral
haha @ playing fall out boy in a bar full of older people.  they`s need to be educate.,neutral
" in fact apparently I was your first follower, 4 before M himself. Um. *embarrassed now*",neutral
 did you get fired?  *hugs*,neutral
  bif doesn`t come down far enough south for me,neutral
"I slept entirely too long on my nap, but not long enough at the same time.",neutral
 Rest then. It`s your day off!,neutral
http://twitpic.com/4jcxr -  i meann look at what i just found lol,neutral
"_dreamer Wow, you still haven`t gotten them?",neutral
just been in the garden but i was being attacked by bugs so i came inside,neutral
soooo sleepy.  but gotta finish this game.  lol. gettt it cavs!  whoop whoop,neutral
Once again I am looking for a new beard - it just fell out the window  Any bright green ones this time?,neutral
 1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today  Freakin filipino parents AHA,neutral
 yeah... I suppose,neutral
 You`re watching Firepro0f?,neutral
 Time for some Halo3 then?,neutral
 John - more present than ever- even online  #edumedia09,neutral
Ecaytrade people who said you`d come by stuff at 6:30..where are you ? Bugs me when people no-show,neutral
Watching the Killers on JR. They are awesome. Too late though. They just cut the programme mid song. Twas my favourite too.,neutral
1.Tiffany is already ten minutes late 2.Reading Flowers in the Attic 3.Late breakfast at Starbucks 4.Listening to Waking up in Vegas,neutral
"why did I get airbrushed ****, if soon as i put my dress on it messed it up a little...eerrrr",neutral
Done with classes and packing for the atlanits!! I hope miley`s there,neutral
Off to study!  later guys,neutral
"  no i havent got mine yet, did u get yours?",neutral
has britney spears  songs all over his Desktop now,neutral
 now if I still lived that way you could pop in and see me  but I don`t so you can`t,neutral
"moshing to fall out boy, and confetti bears are falling from the sky",neutral
Licking chocolate crumbs off a Twirl wrapper like Zammo on smack,neutral
I love being ignored except to be yelled at. I love my life.,neutral
Demi is a super girl but she don`t like the french fans,neutral
 I`ve had the week off too...but I have Biology  exams to revise for so my Bones time is limited,neutral
" MISS YOU TOO! Yes, I will  I`m usually free pag after dinner. Rarely during the day. Basta text text",neutral
no southland this wk,neutral
Is watching Bruce almighty,neutral
D`oh...forgot the ferry turns around before going. So much for sitting in the sun. And the other side deck is closed.,neutral
"i want my ben and jerrys now lol, TWEET PEOPLE im bored",neutral
time for work!,neutral
(that was a  btw -_-),neutral
 Thanks I decided to just give up on my old HQ and go with this account. Scoundrels won,neutral
#liesboystell buzy this week,neutral
He didnt leave a voicemail..  -121908inlove(:,neutral
"here it`s 3:34  a.m. and i`m at home, after a night in a pub",neutral
 What kind of coach would I be if I didn`t read all your tweets?    Still waiting on an non-dried afro picture.,neutral
- It`s time for Kathleen to go to bed... waaaaay past time. Don`t expect to hear from me before noon. lol  Have a BLESSED morning.,neutral
Is at work  ohwell need money so : D,neutral
Pub crawling through NE pdx,neutral
My cat died of kidney failure during my math test  This day needs to get better.,neutral
"probably going to miss Silverstone`s race again this season in iRacing , so sad   this track is pure laser scanned awesomeness",neutral
 i couldn`t eat all my nuggets  finish them for me.,neutral
" working, my 4-day weekend is over, aah well another one coming in 2 weeks",neutral
 hi Lyndon - if you get this before 4pm Monday 11 May - i have mail for you from  via Tasmania. DM me,neutral
 haha kk tell me when u remember,neutral
at homee..boring but its okiee gonna see the boyfriend and his momma tomorrow for momma dayy,neutral
 Awww it`s still not the same  I`m going to have a look though.,neutral
Eating at Zippys with candace!,neutral
"is watching two + a half men, work experience again tomorrow",neutral
Can`t wait to come home! I miss my Bubba. Too bad my parents are taking him to Canada.,neutral
 George B Shaw apparently wrote 2000 words a day. Sure practice works- the more you do the more it comes as 2nd nature,neutral
"Here comes the sun, here comes the sun, and I say it`s all right",neutral
"At LA Fitness, at work right now.....pretty busy morning",neutral
for the gays i only made 200 tonight,neutral
 morrissey will cure you  I am jealous. but not in a slash your tyres way just in a hope you enjoy it wish I cuold go way,neutral
